UnknownType,UnknownType,0
Byte,Byte,1
Char16,Char16,2
DateTime,DateTime,3
GeneratorPosition,GeneratorPosition,4
Guid,Guid,5
Int16,Int16,6
Int64,Int64,7
Object,Object,8
Float,Float,9
TypeName,TypeName,10
UInt16,UInt16,11
UInt32,UInt32,12
UInt64,UInt64,13
AutomationProperties,AutomationProperties,14
DataPackage_Deleted0,UnknownType,15
DataTemplateSelector,DataTemplateSelector,16
DependencyObject,DependencyObject,17
EventHandlerStub,EventHandlerStub,18
GroupStyleCollection,GroupStyleCollection,19
GroupStyleSelector,GroupStyleSelector,20
ItemContainerGenerator,ItemContainerGenerator,21
ListViewPersistenceHelper,ListViewPersistenceHelper,22
StyleSelector,StyleSelector,23
TextOptions,TextOptions,24
ToolTipService,ToolTipService,25
Typography,Typography,26
Uri,Uri,27
WindowsMediaCaptureMediaCapture_Deleted0,UnknownType,28
WindowsMediaPlayToSource_Deleted0,UnknownType,29
WindowsMediaProtectionMediaProtectionManager_Deleted0,UnknownType,30
Application,Application,31
ApplicationBarService,ApplicationBarService,32
AutomationPeer,AutomationPeer,33
AutoSuggestBoxSuggestionChosenEventArgs,AutoSuggestBoxSuggestionChosenEventArgs,34
AutoSuggestBoxTextChangedEventArgs,AutoSuggestBoxTextChangedEventArgs,35
Boolean,Boolean,36
Brush,Brush,37
CacheMode,CacheMode,38
CollectionView,CollectionView,39
CollectionViewGroup,CollectionViewGroup,40
CollectionViewSource,CollectionViewSource,41
Color,Color,42
ColorKeyFrame,ColorKeyFrame,43
ColumnDefinition,ColumnDefinition,44
ComboBoxTemplateSettings,ComboBoxTemplateSettings,45
CornerRadius,CornerRadius,46
DDouble_Deleted0,UnknownType,47
DebugSettings,DebugSettings,48
DependencyObjectWrapper,DependencyObjectWrapper,49
DependencyPropertyProxy,DependencyPropertyProxy,50
Deployment,Deployment,51
Double,Double,52
DoubleKeyFrame,DoubleKeyFrame,53
DPoint_Deleted0,UnknownType,54
EasingFunctionBase,EasingFunctionBase,55
Enumerated,Enumerated,56
ExternalObjectReference,ExternalObjectReference,57
FlyoutBase,FlyoutBase,58
FontFamily,FontFamily,59
FontWeight,FontWeight,60
FrameworkTemplate,FrameworkTemplate,61
GeneralTransform,GeneralTransform,62
Geometry,Geometry,63
GradientStop,GradientStop,64
GridLength,GridLength,65
GroupStyle,GroupStyle,66
HWCompNode,HWCompNode,67
ImageSource,ImageSource,68
IMECandidateItem_Deleted0,UnknownType,69
IMECandidatePage_Deleted0,UnknownType,70
InertiaExpansionBehavior,InertiaExpansionBehavior,71
InertiaRotationBehavior,InertiaRotationBehavior,72
InertiaTranslationBehavior,InertiaTranslationBehavior,73
InputScope,InputScope,74
InputScopeName,InputScopeName,75
Int32,Int32,76
IRawElementProviderSimple,IRawElementProviderSimple,77
KeySpline,KeySpline,78
LayoutTransitionStaggerItem,LayoutTransitionStaggerItem,79
LengthConverter,LengthConverter,80
ListViewBaseItemTemplateSettings,ListViewBaseItemTemplateSettings,81
ManipulationDelta,ManipulationDelta,82
ManipulationPivot,ManipulationPivot,83
ManipulationVelocities,ManipulationVelocities,84
MarkupExtensionBase,MarkupExtensionBase,85
Matrix,Matrix,86
Matrix3D,Matrix3D,87
NavigationTransitionInfo,NavigationTransitionInfo,88
ObjectKeyFrame,ObjectKeyFrame,89
PageStackEntry,PageStackEntry,90
ParametricCurve,ParametricCurve,91
ParametricCurveSegment,ParametricCurveSegment,92
PathFigure,PathFigure,93
PathSegment,PathSegment,94
Point,Point,95
Pointer,Pointer,96
PointerKeyFrame,PointerKeyFrame,97
PointKeyFrame,PointKeyFrame,98
PresentationFrameworkCollection,PresentationFrameworkCollection,99
PrintDocument,PrintDocument,100
ProgressBarTemplateSettings_Deleted0,UnknownType,101
ProgressRingTemplateSettings_Deleted0,UnknownType,102
Projection,Projection,103
PropertyPath,PropertyPath,104
Rect,Rect,105
RowDefinition,RowDefinition,106
SecondaryContentRelationship,SecondaryContentRelationship,107
SetterBase,SetterBase,108
SettingsFlyoutTemplateSettings_Deleted0,UnknownType,109
Size,Size,110
SolidColorBrushClone_Deleted0,UnknownType,111
StaggerFunctionBase,StaggerFunctionBase,112
String,String,113
Style,Style,114
TemplateContent,TemplateContent,115
TextAdapter,TextAdapter,116
TextCompositionStage_Deleted0,UnknownType,117
TextDecorationCollection_Deleted0,UnknownType,118
TextElement,TextElement,119
TextPointerWrapper,TextPointerWrapper,120
TextProvider,TextProvider,121
TextRangeAdapter,TextRangeAdapter,122
TextRangeProvider,TextRangeProvider,123
Thickness,Thickness,124
Timeline,Timeline,125
TimelineMarker_Deleted0,UnknownType,126
TimeSpan,TimeSpan,127
ToggleSwitchTemplateSettings,ToggleSwitchTemplateSettings,128
ToolTipTemplateSettings,ToolTipTemplateSettings,129
Transition,Transition,130
TransitionTarget,TransitionTarget,131
TriggerAction,TriggerAction,132
TriggerBase,TriggerBase,133
TypeProxy_Deleted0,UnknownType,134
UIElement,UIElement,135
UIElementClone_Deleted0,UnknownType,136
VisualState,VisualState,137
VisualStateGroup,VisualStateGroup,138
VisualStateManager,VisualStateManager,139
VisualTransition,VisualTransition,140
Window,Window,141
PresentationFrameworkCollectionOfUIElement,PresentationFrameworkCollectionOfUIElement,142
PresentationFrameworkCollectionOfTransition,PresentationFrameworkCollectionOfTransition,143
PresentationFrameworkCollectionOfTimeline,PresentationFrameworkCollectionOfTimeline,144
PresentationFrameworkCollectionOfPointer,PresentationFrameworkCollectionOfPointer,145
PresentationFrameworkCollectionOfAutomationPeer,PresentationFrameworkCollectionOfAutomationPeer,146
PresentationFrameworkCollectionOfTriggerBase,PresentationFrameworkCollectionOfTriggerBase,147
PresentationFrameworkCollectionOfDependencyObject,PresentationFrameworkCollectionOfDependencyObject,148
PresentationFrameworkCollectionOfResourceDictionary,PresentationFrameworkCollectionOfResourceDictionary,149
PresentationFrameworkCollectionOfSetterBase,PresentationFrameworkCollectionOfSetterBase,150
PresentationFrameworkCollectionOfTriggerAction,PresentationFrameworkCollectionOfTriggerAction,151
PresentationFrameworkCollectionOfVisualTransition,PresentationFrameworkCollectionOfVisualTransition,152
PresentationFrameworkCollectionOfVisualState,PresentationFrameworkCollectionOfVisualState,153
PresentationFrameworkCollectionOfVisualStateGroup,PresentationFrameworkCollectionOfVisualStateGroup,154
PresentationFrameworkCollectionOfDouble,PresentationFrameworkCollectionOfDouble,155
PresentationFrameworkCollectionOfFloat,PresentationFrameworkCollectionOfFloat,156
PresentationFrameworkCollectionOfPoint,PresentationFrameworkCollectionOfPoint,157
PresentationFrameworkCollectionOfTransform,PresentationFrameworkCollectionOfTransform,158
PresentationFrameworkCollectionOfPathSegment,PresentationFrameworkCollectionOfPathSegment,159
PresentationFrameworkCollectionOfPathFigure,PresentationFrameworkCollectionOfPathFigure,160
PresentationFrameworkCollectionOfGeometry,PresentationFrameworkCollectionOfGeometry,161
PresentationFrameworkCollectionOfGradientStop,PresentationFrameworkCollectionOfGradientStop,162
PresentationFrameworkCollectionOfTimelineMarker_Deleted0,UnknownType,163
PresentationFrameworkCollectionOfColorKeyFrame,PresentationFrameworkCollectionOfColorKeyFrame,164
PresentationFrameworkCollectionOfDoubleKeyFrame,PresentationFrameworkCollectionOfDoubleKeyFrame,165
PresentationFrameworkCollectionOfPointKeyFrame,PresentationFrameworkCollectionOfPointKeyFrame,166
PresentationFrameworkCollectionOfObjectKeyFrame,PresentationFrameworkCollectionOfObjectKeyFrame,167
PresentationFrameworkCollectionOfInputScopeName,PresentationFrameworkCollectionOfInputScopeName,168
PresentationFrameworkCollectionOfTextElement,PresentationFrameworkCollectionOfTextElement,169
PresentationFrameworkCollectionOfRowDefinition,PresentationFrameworkCollectionOfRowDefinition,170
PresentationFrameworkCollectionOfColumnDefinition,PresentationFrameworkCollectionOfColumnDefinition,171
