UnknownType_UnknownMethod,UnknownType_UnknownMethod,0
Color_FromArgb,Color_FromArgb,1
Application_RequestStartupEvent,Application_RequestStartupEvent,2
Application_RequestStartedEvent,Application_RequestStartedEvent,3
CornerRadius_FromRadii,CornerRadius_FromRadii,4
CornerRadius_FromUniformRadius,CornerRadius_FromUniformRadius,5
DataTemplate_LoadContent,DataTemplate_LoadContent,6
DependencyObject_GetValue,DependencyObject_GetValue,7
DependencyObject_SetValue,DependencyObject_SetValue,8
DependencyObject_ClearValue,DependencyObject_ClearValue,9
DependencyObject_ReadLocalValue,DependencyObject_ReadLocalValue,10
DependencyObject_GetAnimationBaseValue,DependencyObject_GetAnimationBaseValue,11
DependencyObject_RegisterPropertyChangedCallback,DependencyObject_RegisterPropertyChangedCallback,12
DependencyObject_UnregisterPropertyChangedCallback,DependencyObject_UnregisterPropertyChangedCallback,13
DependencyProperty_GetMetadata,DependencyProperty_GetMetadata,14
DependencyProperty_Register,DependencyProperty_Register,15
DependencyProperty_RegisterAttached,DependencyProperty_RegisterAttached,16
DispatcherTimer_Start,DispatcherTimer_Start,17
DispatcherTimer_Stop,DispatcherTimer_Stop,18
DragEventArgs_GetDeferral,DragEventArgs_GetDeferral,19
DragEventArgs_GetPosition,DragEventArgs_GetPosition,20
DragOperationDeferral_Complete,DragOperationDeferral_Complete,21
DragStartingEventArgs_GetDeferral,DragStartingEventArgs_GetDeferral,22
DragStartingEventArgs_GetPosition,DragStartingEventArgs_GetPosition,23
DragStartingEventArgs_DeferralAdded,DragStartingEventArgs_DeferralAdded,24
DragStartingEventArgs_DeferralCompleted,DragStartingEventArgs_DeferralCompleted,25
DragStartingEventArgs_SetAcceptedOperation,DragStartingEventArgs_SetAcceptedOperation,26
DragUI_SetContentFromBitmapImage,DragUI_SetContentFromBitmapImage,27
DragUI_SetContentFromBitmapImageWithAnchorPoint,DragUI_SetContentFromBitmapImageWithAnchorPoint,28
DragUI_SetContentFromSoftwareBitmap,DragUI_SetContentFromSoftwareBitmap,29
DragUI_SetContentFromSoftwareBitmapWithAnchorPoint,DragUI_SetContentFromSoftwareBitmapWithAnchorPoint,30
DragUI_SetContentFromDataPackage,DragUI_SetContentFromDataPackage,31
DragUIOverride_Clear,DragUIOverride_Clear,32
DragUIOverride_SetContentFromBitmapImage,DragUIOverride_SetContentFromBitmapImage,33
DragUIOverride_SetContentFromBitmapImageWithAnchorPoint,DragUIOverride_SetContentFromBitmapImageWithAnchorPoint,34
DragUIOverride_SetContentFromSoftwareBitmap,DragUIOverride_SetContentFromSoftwareBitmap,35
DragUIOverride_SetContentFromSoftwareBitmapWithAnchorPoint,DragUIOverride_SetContentFromSoftwareBitmapWithAnchorPoint,36
Duration_GetHasTimeSpan,Duration_GetHasTimeSpan,37
Duration_Add,Duration_Add,38
Duration_Compare,Duration_Compare,39
Duration_Equals,Duration_Equals,40
Duration_Subtract,Duration_Subtract,41
Duration_FromTimeSpan,Duration_FromTimeSpan,42
ElementSoundPlayer_Play,ElementSoundPlayer_Play,43
ElementSoundPlayer_RequestInteractionSoundForElement,ElementSoundPlayer_RequestInteractionSoundForElement,44
ElementSoundPlayer_GetEffectiveSoundMode,ElementSoundPlayer_GetEffectiveSoundMode,45
FrameworkApplication_Start,FrameworkApplication_Start,46
FrameworkApplication_Exit,FrameworkApplication_Exit,47
FrameworkApplication_LoadComponent,FrameworkApplication_LoadComponent,48
FrameworkApplication_LoadComponentWithResourceLocation,FrameworkApplication_LoadComponentWithResourceLocation,49
FrameworkApplication_OnWindowCreated,FrameworkApplication_OnWindowCreated,50
FrameworkApplication_OnActivated,FrameworkApplication_OnActivated,51
FrameworkApplication_OnLaunched,FrameworkApplication_OnLaunched,52
FrameworkApplication_OnFileActivated,FrameworkApplication_OnFileActivated,53
FrameworkApplication_OnSearchActivated,FrameworkApplication_OnSearchActivated,54
FrameworkApplication_OnShareTargetActivated,FrameworkApplication_OnShareTargetActivated,55
FrameworkApplication_OnFileOpenPickerActivated,FrameworkApplication_OnFileOpenPickerActivated,56
FrameworkApplication_OnFileSavePickerActivated,FrameworkApplication_OnFileSavePickerActivated,57
FrameworkApplication_OnCachedFileUpdaterActivated,FrameworkApplication_OnCachedFileUpdaterActivated,58
FrameworkApplication_OnBackgroundActivated,FrameworkApplication_OnBackgroundActivated,59
FrameworkApplication_StartInCoreWindowHostingMode,FrameworkApplication_StartInCoreWindowHostingMode,60
FrameworkElement_MeasureOverride,FrameworkElement_MeasureOverride,61
FrameworkElement_ArrangeOverride,FrameworkElement_ArrangeOverride,62
FrameworkElement_InvokeApplyTemplate,FrameworkElement_InvokeApplyTemplate,63
FrameworkElement_InvokeFocus,FrameworkElement_InvokeFocus,64
FrameworkElement_OnApplyTemplate,FrameworkElement_OnApplyTemplate,65
FrameworkElement_FindName,FrameworkElement_FindName,66
FrameworkElement_DeferTree,FrameworkElement_DeferTree,67
FrameworkElement_SetBinding,FrameworkElement_SetBinding,68
FrameworkElement_GoToElementStateCore,FrameworkElement_GoToElementStateCore,69
FrameworkElement_GetBindingExpression,FrameworkElement_GetBindingExpression,70
FullWindowMediaRootAutomationPeer_Close,FullWindowMediaRootAutomationPeer_Close,71
FullWindowMediaRootAutomationPeer_SetVisualState,FullWindowMediaRootAutomationPeer_SetVisualState,72
FullWindowMediaRootAutomationPeer_WaitForInputIdle,FullWindowMediaRootAutomationPeer_WaitForInputIdle,73
GridLength_GetIsAbsolute,GridLength_GetIsAbsolute,74
GridLength_GetIsAuto,GridLength_GetIsAuto,75
GridLength_GetIsStar,GridLength_GetIsStar,76
GridLength_Equals,GridLength_Equals,77
GridLength_FromPixels,GridLength_FromPixels,78
GridLength_FromValueAndType,GridLength_FromValueAndType,79
PointHelper_FromCoordinates,PointHelper_FromCoordinates,80
PointHelper_PhysicalPointToDipsPoint,PointHelper_PhysicalPointToDipsPoint,81
PointHelper_DipsPointToPhysicalPoint,PointHelper_DipsPointToPhysicalPoint,82
PropertyMetadata_CreateWithDefaultValue,PropertyMetadata_CreateWithDefaultValue,83
PropertyMetadata_CreateWithDefaultValueAndCallback,PropertyMetadata_CreateWithDefaultValueAndCallback,84
PropertyMetadata_CreateWithFactory,PropertyMetadata_CreateWithFactory,85
PropertyMetadata_CreateWithFactoryAndCallback,PropertyMetadata_CreateWithFactoryAndCallback,86
RectHelper_FromCoordinatesAndDimensions,RectHelper_FromCoordinatesAndDimensions,87
RectHelper_FromPoints,RectHelper_FromPoints,88
RectHelper_FromLocationAndSize,RectHelper_FromLocationAndSize,89
